id,education_level,country,university,program,ranking,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,qs_overall_score
178,magistratura,Çin Xalq Respublikası,Hunan University,Architecture,448,7.9,10.3,15.2,90.6,4.6,1.8,46.5,23.1,2.7,26.6
179,magistratura,Çin Xalq Respublikası,Xi’an Jiaotong University,Green Architecture Design and Sustainable Urban Planning,295,19.0,39.4,14.0,89.5,3.9,3.8,80.5,26.4,18.2,36.9
180,magistratura,Çin Xalq Respublikası,Xiamen University,Architecture,362,23.6,16.2,19.0,72.2,5.1,3.1,62.6,46.0,15.4,31.7
181,magistratura,Çin Xalq Respublikası,Xiamen University,Urban and Regional Planning,362,23.6,16.2,19.0,72.2,5.1,3.1,62.6,46.0,15.4,31.7
182,magistratura,Çin Xalq Respublikası,Nanjing University,Architecture,145,57.1,32.5,35.6,93.0,61.9,7.6,67.1,29.0,16.5,53
183,magistratura,Çin Xalq Respublikası,Nanjing University,Urban Planning,145,57.1,32.5,35.6,93.0,61.9,7.6,67.1,29.0,16.5,53
184,magistratura,Çin Xalq Respublikası,Northwestern Polytechnical University,Architecture,547,5.8,3.2,44.8,63.8,16.7,5.2,53.4,6.6,2.4,22.6
185,magistratura,Çin Xalq Respublikası,Shanghai Jiao Tong University,Architecture,45,84.0,86.3,58.6,99.6,23.1,19.6,73.7,73.5,80.3,77.8
186,magistratura,Çin Xalq Respublikası,Shanghai Jiao Tong University,Landscape Architecture,45,84.0,86.3,58.6,99.6,23.1,19.6,73.7,73.5,80.3,77.8
187,magistratura,Çin Xalq Respublikası,Tianjin University,Industrial Design,269,17.2,13.5,38.8,99.5,24.8,25.4,65.2,32.4,16.9,38.6
188,magistratura,Çin Xalq Respublikası,Tsinghua University,Architecture,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
189,magistratura,Çin Xalq Respublikası,Tsinghua University,Landscape Architecture,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
190,magistratura,Çin Xalq Respublikası,Tsinghua University,Urban and Rural Planning,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
191,magistratura,Çin Xalq Respublikası,University of Hong Kong,Architecture,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
192,magistratura,Çin Xalq Respublikası,University of Hong Kong,Landscape Architecture,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
193,magistratura,Çin Xalq Respublikası,University of Hong Kong,Urban Design and Transport,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
194,magistratura,Çin Xalq Respublikası,University of Hong Kong,Urban Planning,17,97.4,59.4,81.2,86.4,100.0,99.3,81.4,99.7,89.2,87.6
195,magistratura,Çin Xalq Respublikası,Wuhan University,Architecture,194,39.2,40.5,14.0,91.9,39.2,4.9,78.2,46.5,22.2,46.7
196,magistratura,Çin Xalq Respublikası,Wuhan University,Building Technology Science,194,39.2,40.5,14.0,91.9,39.2,4.9,78.2,46.5,22.2,46.7
197,magistratura,Çin Xalq Respublikası,Wuhan University,Urban Planning and Design,194,39.2,40.5,14.0,91.9,39.2,4.9,78.2,46.5,22.2,46.7
198,magistratura,Çin Xalq Respublikası,Zhejiang University,Bridge and Tunnel Engineering,47,75.3,95.4,54.7,99.5,95.0,15.9,91.8,55.5,30.7,77.1
199,magistratura,İrlandiya Respublikası,University College Dublin,Urban Design and Planning,126,51.4,43.5,16.6,46.4,99.1,74.8,87.2,89.8,95.6,55
200,magistratura,İspaniya Krallığı,University of Navarra,Architecture,249,30.6,68.0,49.6,14.7,24.8,73.8,63.6,75.8,42.3,40.7
201,magistratura,İsrail Dövləti,Technion Israel Institute of Technology,Architecture,,,,,,,,,,,
202,magistratura,İsrail Dövləti,Technion Israel Institute of Technology,Design and Manufacturing Management,,,,,,,,,,,
203,magistratura,İsrail Dövləti,Technion Israel Institute of Technology,Industrial Design,,,,,,,,,,,
204,magistratura,İsrail Dövləti,Technion Israel Institute of Technology,Landscape Architecture,,,,,,,,,,,
205,magistratura,İsveç Krallığı,Lund University,Architecture,75,68.3,52.5,55.5,44.6,97.4,73.4,96.7,86.5,99.6,65.6
206,magistratura,İsveçrə Konfederasiyası,École Polytechnique Fédérale de Lausanne,Architecture,26,84.2,67.2,91.2,93.6,100.0,100.0,81.7,27.2,86.7,83.5
207,magistratura,İsveçrə Konfederasiyası,ETH Zurich,Architecture,7,98.8,87.2,65.9,97.9,100.0,98.6,95.7,90.5,98.8,93.9
208,magistratura,İsveçrə Konfederasiyası,ETH Zurich,Landscape Architecture,7,98.8,87.2,65.9,97.9,100.0,98.6,95.7,90.5,98.8,93.9
209,magistratura,İsveçrə Konfederasiyası,ETH Zurich,Spatial Development and Infrastructure Systems,7,98.8,87.2,65.9,97.9,100.0,98.6,95.7,90.5,98.8,93.9
210,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Architectural Design and History,,,,,,,,,,,
211,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Architecture - Building architecture,,,,,,,,,,,
212,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Architecture - Built environment - Interiors,,,,,,,,,,,
213,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Architecture and Urban design,,,,,,,,,,,
214,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Building and Architectural Engineering,,,,,,,,,,,
215,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Design and Engineering,,,,,,,,,,,
216,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Environmental and land planning engineering,,,,,,,,,,,
217,magistratura,İtaliya Respublikası,Polytechnic University of Milan,İnterior and spatial design,,,,,,,,,,,
218,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Landscape Architecture. Land Landscape Heritage,,,,,,,,,,,
219,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Management of Built Environment,,,,,,,,,,,
220,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Product Service System Design,,,,,,,,,,,
221,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Sustainable Architecture and Landscape Design,,,,,,,,,,,
222,magistratura,İtaliya Respublikası,Polytechnic University of Milan,Urban Planning and Policy Design,,,,,,,,,,,
223,magistratura,İtaliya Respublikası,Sapienza University of Rome,Architecture - Urban Regeneration,132,80.7,48.5,5.0,45.3,3.1,8.0,97.1,88.0,72.3,54.2
224,magistratura,İtaliya Respublikası,Sapienza University of Rome,Architecture (Conservation),132,80.7,48.5,5.0,45.3,3.1,8.0,97.1,88.0,72.3,54.2
225,magistratura,İtaliya Respublikası,Sapienza University of Rome,Landscape Architecture,132,80.7,48.5,5.0,45.3,3.1,8.0,97.1,88.0,72.3,54.2
226,magistratura,İtaliya Respublikası,University of Bologna,Architecture and Creative Practices for the City and Landscape,133,80.8,47.8,3.7,46.6,14.5,12.3,96.0,53.8,88.4,54.1
227,magistratura,İtaliya Respublikası,University of Bologna,Building Engineering- Architecture,133,80.8,47.8,3.7,46.6,14.5,12.3,96.0,53.8,88.4,54.1
228,magistratura,İtaliya Respublikası,University of Florence,Planning and Design for Urban and Local Sustainability,375,34.6,8.4,4.4,46.6,7.3,12.3,88.5,30.3,74.5,31.2
229,magistratura,İtaliya Respublikası,University of Florence,Urban and Regional Planning and Design for Sustainability,375,34.6,8.4,4.4,46.6,7.3,12.3,88.5,30.3,74.5,31.2
230,magistratura,İtaliya Respublikası,University of Milan,Green Areas and Landscape Design,285,52.8,17.0,6.4,39.6,6.5,6.8,85.5,44.1,74.8,37.2
231,magistratura,İtaliya Respublikası,University of Naples-Federico II,Architecture and Heritage,,,,,,,,,,,
232,magistratura,İtaliya Respublikası,University of Naples-Federico II,Design for the Built Environment,,,,,,,,,,,
233,magistratura,Koreya Respublikası,Chung-Ang University,Architectural Engineering,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
234,magistratura,Koreya Respublikası,Chung-Ang University,Architecture,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
235,magistratura,Koreya Respublikası,Chung-Ang University,Urban Planning and Real Estate,489,16.0,31.9,67.8,9.3,14.2,37.8,29.9,13.5,49.5,24.5
236,magistratura,Koreya Respublikası,Hanyang University,Architectural Design,162,43.0,78.0,77.1,28.5,17.4,57.6,63.0,43.3,85.8,51.1
237,magistratura,Koreya Respublikası,Hanyang University,Architectural Systems Engineering,162,43.0,78.0,77.1,28.5,17.4,57.6,63.0,43.3,85.8,51.1
238,magistratura,Koreya Respublikası,"Korea Advanced Institute of Science and Technology
(KAIST)",Industrial Design,,,,,,,,,,,
239,magistratura,Koreya Respublikası,Seoul National University,Architecture,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
240,magistratura,Koreya Respublikası,Seoul National University,Landscape Architecture,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
241,magistratura,Koreya Respublikası,Seoul National University,Urban Design,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
242,magistratura,Koreya Respublikası,Sungkyunkwan University (SKKU),Architecture,,,,,,,,,,,
243,magistratura,Koreya Respublikası,Sungkyunkwan University (SKKU),Landscape Architecture,,,,,,,,,,,
244,magistratura,Koreya Respublikası,"Ulsan National Institute of Science and Technology
(UNIST)",Urban and Environmental Engineering,,,,,,,,,,,
245,magistratura,Koreya Respublikası,Yonsei University,Architectural Engineering,56,81.5,97.0,84.2,44.1,20.7,51.2,78.7,87.8,88.9,72.9
246,magistratura,Koreya Respublikası,Yonsei University,Urban and Regional Planning,56,81.5,97.0,84.2,44.1,20.7,51.2,78.7,87.8,88.9,72.9
247,magistratura,Qətər Dövləti,Qatar University,Urban Planning and Design,122,29.8,50.6,68.1,48.2,100.0,96.5,89.4,98.6,74.0,55.7
248,magistratura,Malayziya,Universiti Kebangsaan Malaysia,Architecture,138,61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,64.4,53.8
249,magistratura,Malayziya,Universiti Sains Malaysia,Architecture,146,63.3,69.7,46.4,19.6,24.3,96.4,87.8,20.1,71.2,52.7
250,magistratura,Malayziya,Universiti Teknologi Malaysia,Architecture,181,48.6,59.6,46.0,40.5,14.1,86.9,82.9,18.0,52.1,48.5
251,magistratura,Malayziya,University of Malaya,Architecture,,,,,,,,,,,
252,magistratura,Oman Sultanlığı,Sultan Qaboos University,Architectural Engineering,362,18.6,17.1,55.6,21.9,100.0,3.2,78.8,51.5,55.4,31.7
253,magistratura,Rusiya Federasiyası,"Russian State Agrarian University - Moscow Timiryazev
Agricultural Academy",Land management and cadastres,,,,,,,,,,,
254,magistratura,Səudiyyə Ərəbistanı,King Abdulaziz University,Urban and Regional Planning,149,59.8,61.4,41.6,34.4,89.3,9.5,93.1,35.9,58.4,52.2
255,magistratura,Sinqapur Respublikası,National University of Singapore,Department of the Built Environment,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
256,magistratura,Sinqapur Respublikası,National University of Singapore,Industrial Design,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
257,magistratura,Sinqapur Respublikası,National University of Singapore,Landscape Architecture,8,99.5,91.1,68.8,93.1,100.0,88.9,91.6,100.0,97.7,93.7
258,magistratura,Türkiyə Respublikası,Bilkent University,Interior Architecture and Environmental Design,477,24.0,52.1,13.3,15.2,61.4,3.7,38.3,19.3,10.6,25.1
259,magistratura,Türkiyə Respublikası,Gazi University,Architecture,,,,,,,,,,,
260,magistratura,Türkiyə Respublikası,Gazi University,City and Regional Planning,,,,,,,,,,,
261,magistratura,Türkiyə Respublikası,Gazi University,Industrial Design,,,,,,,,,,,
262,magistratura,Türkiyə Respublikası,Istanbul Technical University,Architectural Design Computing,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
263,magistratura,Türkiyə Respublikası,Istanbul Technical University,Architectural Design,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
264,magistratura,Türkiyə Respublikası,Istanbul Technical University,Interior Architecture Design,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
265,magistratura,Türkiyə Respublikası,Istanbul Technical University,Landscape Architecture,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
266,magistratura,Türkiyə Respublikası,Istanbul Technical University,Urban Design,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
267,magistratura,Türkiyə Respublikası,Istanbul Technical University,Urban Planning,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
268,magistratura,Türkiyə Respublikası,Middle East Technical University,Architecture,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
269,magistratura,Türkiyə Respublikası,Middle East Technical University,City Planning,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
270,magistratura,Türkiyə Respublikası,Middle East Technical University,Computational Design and Fabrication Technologies in Architecture,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
271,magistratura,Türkiyə Respublikası,Middle East Technical University,Industrial Design,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
272,magistratura,Türkiyə Respublikası,Middle East Technical University,Mechanical Design and Manufacturing,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
273,magistratura,Türkiyə Respublikası,Middle East Technical University,Regional Planning,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
274,magistratura,Türkiyə Respublikası,Middle East Technical University,Urban Design,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
275,magistratura,Türkiyə Respublikası,Middle East Technical University,Urban Policy Planning and Local Governments,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
276,magistratura,Yaponiya,Tokyo Institute of Technology,Architecture and Building Engineering,84,75.1,94.1,84.1,43.1,23.4,30.5,61.2,23.7,62.2,63.7
277,magistratura,Yeni Zelandiya,University of Auckland,Architecture (Professional) and Urban Design,65,82.2,44.7,15.5,66.9,100.0,84.0,87.4,92.9,99.7,69.7
278,magistratura,Yeni Zelandiya,University of Auckland,Architecture (Professional) and Urban Planning (Professional),65,82.2,44.7,15.5,66.9,100.0,84.0,87.4,92.9,99.7,69.7
279,magistratura,Yeni Zelandiya,University of Auckland,Architecture,65,82.2,44.7,15.5,66.9,100.0,84.0,87.4,92.9,99.7,69.7
280,magistratura,Yeni Zelandiya,University of Auckland,Urban Design,65,82.2,44.7,15.5,66.9,100.0,84.0,87.4,92.9,99.7,69.7
281,bakalavriat,Almaniya Federativ Respublikası,Technical University of Munich,Aerospace,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
282,bakalavriat,Birləşmiş Ərəb Əmirlikləri,Abu Dhabi University,Aviation,501,15.9,24.6,14.9,16.7,100.0,99.8,27.3,8.3,1.5,24.1
283,bakalavriat,Birləşmiş Ərəb Əmirlikləri,Khalifa University,Aerospace Engineering,183,12.9,4.7,99.9,100.0,100.0,100.0,74.3,6.0,2.6,48.3
284,bakalavriat,Birləşmiş Ərəb Əmirlikləri,United Arab Emirates University,Aerospace Engineering,261,30.1,38.3,49.8,16.6,100.0,34.2,86.2,82.0,36.6,39.4
285,bakalavriat,Birləşmiş Krallıq,King’s College London,Physics with Astrophysics and Cosmology,,,,,,,,,,,
286,bakalavriat,Birləşmiş Krallıq,UCL,Astrophysics,9,99.5,98.3,95.9,72.2,99.0,100.0,99.9,70.3,74.8,91.6
287,bakalavriat,Birləşmiş Krallıq,University of Birmingham,Aerospace Engineering,80,68.9,69.0,39.0,40.5,92.6,89.3,97.5,44.5,96.8,64.1
288,bakalavriat,Birləşmiş Krallıq,University of Bristol,Aerospace Engineering,54,75.8,82.5,36.7,75.9,87.5,89.8,94.6,51.2,98.9,75.4
289,bakalavriat,Birləşmiş Krallıq,University of Cambridge,Aerospace Engineering,5,100.0,100.0,100.0,84.6,100.0,94.8,99.3,100.0,84.8,96.7
290,bakalavriat,Birləşmiş Krallıq,University of Cambridge,Astrophysics,5,100.0,100.0,100.0,84.6,100.0,94.8,99.3,100.0,84.8,96.7
291,bakalavriat,Birləşmiş Krallıq,University of Edinburgh,Astrophysics,27,98.3,97.2,65.5,47.7,98.7,99.8,99.5,55.9,99.0,83.3
292,bakalavriat,Birləşmiş Krallıq,University of Manchester,Aerospace Engineering,34,95.6,98.1,51.3,45.1,93.1,99.2,99.2,87.6,99.8,82
293,bakalavriat,Birləşmiş Krallıq,University of Manchester,Physics with Astrophysics,34,95.6,98.1,51.3,45.1,93.1,99.2,99.2,87.6,99.8,82
294,bakalavriat,Birləşmiş Krallıq,University of Southampton,Aerospace Electronic Engineering,80,50.1,44.3,40.7,83.4,92.5,98.0,97.1,49.2,96.9,64.1
295,bakalavriat,Çin Xalq Respublikası,Beijing Normal University,Astronomy,271,33.9,10.3,24.2,92.6,6.6,21.3,70.8,10.5,19.7,38.5
296,bakalavriat,Çin Xalq Respublikası,Chongqing University,Aerospace Engineering,489,7.6,4.6,12.1,81.4,21.3,2.1,59.6,13.6,4.1,24.5
297,bakalavriat,Çin Xalq Respublikası,Harbin Institute of Technology,Aircraft Design and Engineering,252,27.1,21.1,33.7,99.8,8.0,5.0,68.6,28.3,14.6,40.3
298,bakalavriat,Çin Xalq Respublikası,Harbin Institute of Technology,Aircraft Environment and Life Security Engineering,252,27.1,21.1,33.7,99.8,8.0,5.0,68.6,28.3,14.6,40.3
299,bakalavriat,Çin Xalq Respublikası,Harbin Institute of Technology,Aircraft Power Engineering,252,27.1,21.1,33.7,99.8,8.0,5.0,68.6,28.3,14.6,40.3
300,bakalavriat,Çin Xalq Respublikası,Harbin Institute of Technology,Space Science and Technology,252,27.1,21.1,33.7,99.8,8.0,5.0,68.6,28.3,14.6,40.3
301,bakalavriat,Çin Xalq Respublikası,Hong Kong Polytechnic University,Aviation Engineering,57,68.0,35.6,65.0,94.9,100.0,91.9,78.9,64.5,77.4,72.1
302,bakalavriat,Çin Xalq Respublikası,Xiamen University,Astronomy,362,23.6,16.2,19.0,72.2,5.1,3.1,62.6,46.0,15.4,31.7
303,bakalavriat,Çin Xalq Respublikası,Northwestern Polytechnical University,Aerospace Engineering,547,5.8,3.2,44.8,63.8,16.7,5.2,53.4,6.6,2.4,22.6
304,bakalavriat,Çin Xalq Respublikası,Tsinghua University,Aeronautical and Astronautical Engineering,20,99.2,97.7,95.0,99.1,18.1,13.4,79.2,92.3,40.4,86.5
305,bakalavriat,İsrail Dövləti,Technion Israel Institute of Technology,Aerospace Engineering,,,,,,,,,,,
306,bakalavriat,Koreya Respublikası,Sejong University,Aerospace Engineering,396,10.8,16.1,11.9,76.9,23.8,31.2,64.1,1.8,45.9,29.7
307,bakalavriat,Koreya Respublikası,Seoul National University,Aerospace Engineering,31,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100.0,96.0,82.3
308,bakalavriat,Rusiya Federasiyası,Bauman Moscow State Technical University,Missile systems and Cosmonautics,298,36.2,51.9,99.9,1.4,65.6,70.0,15.2,7.7,6.8,36.5
309,bakalavriat,Rusiya Federasiyası,Lomonosov Moscow State University,Astronomy,94,78.0,82.3,99.7,4.1,19.7,91.5,88.1,95.8,3.5,61.4
310,bakalavriat,Rusiya Federasiyası,Moscow Institute of Physics and Technology (MIPT),Aerospace Technology,,,,,,,,,,,
311,bakalavriat,Rusiya Federasiyası,Moscow Institute of Physics and Technology (MIPT),Physics of Flight and Aviation Technology,,,,,,,,,,,
312,bakalavriat,Rusiya Federasiyası,National Research Nuclear University MEPhI,High Energy Physics and Astrophysics,497,9.2,11.8,98.9,8.1,45.8,89.5,32.9,14.6,1.1,24.2
313,bakalavriat,Rusiya Federasiyası,National Research Nuclear University MEPhI,Nuclear Physics and Astrophysics,497,9.2,11.8,98.9,8.1,45.8,89.5,32.9,14.6,1.1,24.2
314,bakalavriat,Rusiya Federasiyası,National Research Nuclear University MEPhI,Particle Physics and Cosmology,497,9.2,11.8,98.9,8.1,45.8,89.5,32.9,14.6,1.1,24.2
315,bakalavriat,Sinqapur Respublikası,"Nanyang Technological University, Singapore",Aerospace Engineering,15,91.9,73.3,80.6,92.4,100.0,83.5,89.4,83.9,95.6,88.4
316,bakalavriat,Türkiyə Respublikası,Istanbul Technical University,Aeronautical Engineering,326,27.0,67.2,9.7,17.0,8.3,19.8,76.1,69.1,70.3,34
317,bakalavriat,Türkiyə Respublikası,Middle East Technical University,Aerospace Engineering,285,31.2,70.2,9.0,22.3,12.0,18.3,74.7,77.5,69.5,37.2
318,bakalavriat,Yaponiya,Kyushu University,Mechanical and Aerospace Engineering,167,58.3,66.5,78.4,27.9,18.7,14.1,69.9,15.1,77.6,50.3
319,bakalavriat,Yaponiya,Tohoku University,Mechanical and Aerospace Engineering,107,73.8,82.8,97.8,23.9,14.1,11.4,68.3,22.6,78.6,58.8
320,bakalavriat,Yaponiya,University of Tokyo,Aeronautics and Astronautics,32,100.0,99.8,89.3,57.3,10.1,29.7,87.4,99.9,98.3,82.1
321,magistratura,Almaniya Federativ Respublikası,Free University of Berlin,Planetary Sciences and Space Exploration,,,,,,,,,,,
322,magistratura,Almaniya Federativ Respublikası,LMU Munich,Astrophysics,,,,,,,,,,,
323,magistratura,Almaniya Federativ Respublikası,Technical University Berlin,Aeronautics and Astronautics,,,,,,,,,,,
324,magistratura,Almaniya Federativ Respublikası,Technical University Berlin,Space Engineering,,,,,,,,,,,
325,magistratura,Almaniya Federativ Respublikası,Technical University of Munich,Aerospace Engineering,28,83.0,98.6,76.8,75.9,80.4,98.6,95.6,34.5,93.1,83.2
